IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
143439-16092023,2023-09-16,2023,20:23:20,20,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,BR1 5BB,BR1,10070017409,20302076,E09000006,BROMLEY,Bromley,E05014004,PLAISTOW,PLAISTOW,541077.0,171668.0,541050,171650,51.4264733112,0.0278504754,London,Bromley,593.0,Bromley,,,1.0,1.0,1,60,388,1.0
155682-07102023,2023-10-07,2023,11:54:48,11,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,N17 6XE,N17,100023165120,21106476,E09000014,HARINGEY,Haringey,E05013587,BRUCE CASTLE,BRUCE CASTLE,533388.0,190602.0,533350,190650,51.5984771921,-0.0755240594,London,Tottenham,270.0,Edmonton,429.0,Hornsey,2.0,2.0,2,99,640,1.0
177131-12112023,2023-11-12,2023,01:42:36,1,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,UB5 6RE,UB5,12148341,20604679,E09000017,HILLINGDON,Hillingdon,E05013579,SOUTH RUISLIP,SOUTH RUISLIP,511127.0,184400.0,511150,184450,51.5475688028,-0.3987334992,London,Northolt,301.0,Northolt,310.0,Northolt,1.0,2.0,2,61,394,1.0
040470-22032023,2023-03-22,2023,15:47:37,15,Special Service,Special Service,Medical Incident,Non Residential,Fire station ,Within same building,TW7 4HR,TW7,10091692126,21500707,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,515166.0,176443.0,515150,176450,51.4752385212,-0.3431131448,London,Heston,5.0,Heston,,,1.0,1.0,1,72,437,3.0
049703-10042023,2023-04-10,2023,07:34:00,7,Special Service,Special Service,RTC,Road Vehicle,Car ,On motorway / elevated road,EN7 5HU,EN7,10059202951,99990032,E09000010,ENFIELD,Enfield,E05013695,WHITEWEBBS,WHITEWEBBS,532375.0,200719.0,532350,200750,51.6896364964,-0.086312892,London,Enfield,766.0,Barnet,931.0,Enfield,4.0,4.0,4,91,588,3.0
167384-26102023,2023-10-26,2023,17:55:26,17,False Alarm,AFA,,Non Residential,Local Government Office,Correct incident location,SE16 3UQ,SE16,200003405588,22501659,E09000028,SOUTHWARK,Southwark,E05011116,SOUTH BERMONDSEY,SOUTH BERMONDSEY,534533.0,178858.0,534550,178850,51.4926780941,-0.063479361,London,Old Kent Road,253.0,Dockhead,,,1.0,1.0,1,60,388,1.0
159957-14102023,2023-10-14,2023,00:40:37,0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E1,0,22700497,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,WHITECHAPEL,WHITECHAPEL,,,534450,181650,,,London,Whitechapel,369.0,Shadwell,,,1.0,1.0,1,60,388,1.0
068971-17052023,2023-05-17,2023,11:34:59,11,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SE18 5PG,SE18,100021014217,20801562,E09000011,GREENWICH,Greenwich,E05014075,CHARLTON VILLAGE & RIVERSIDE,CHARLTON VILLAGE & RIVERSIDE,542083.0,179077.0,542050,179050,51.4927980807,0.0452792896,London,East Greenwich,287.0,East Greenwich,294.0,East Greenwich,1.0,2.0,2,84,543,1.0
040912-23032023,2023-03-23,2023,13:28:01,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW6,0,21000403,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,LILLIE,LILLIE,,,525350,177750,,,London,Fulham,251.0,Fulham,210.0,Chelsea,2.0,2.0,2,60,364,2.0
149041-26092023,2023-09-26,2023,03:40:19,3,False Alarm,AFA,,Non Residential,Hospital ,Within same building,HA6 2RN,HA6,100023037687,21401630,E09000017,HILLINGDON,Hillingdon,E05013574,NORTHWOOD,NORTHWOOD,507702.0,191817.0,507750,191850,51.6148955578,-0.4458352092,London,Ruislip,408.0,Ruislip,,,1.0,1.0,1,60,388,1.0
198798-18122023,2023-12-18,2023,16:38:45,16,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,UB2,0,20600927,E09000009,EALING,Ealing,E05013533,NORWOOD GREEN,NORWOOD GREEN,,,513050,179450,,,London,Southall,376.0,Southall,,,1.0,1.0,1,60,388,2.0
044200-30032023,2023-03-30,2023,13:42:44,13,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,UB3,0,21400652,E09000017,HILLINGDON,Hillingdon,E05013582,WOOD END,WOOD END,,,509050,180650,,,London,Hayes,324.0,Hillingdon,,,1.0,1.0,1,60,364,2.0
152198-01102023,2023-10-01,2023,06:44:32,6,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,W11,0,21700927,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009398,NORLAND,NORLAND,,,524450,180450,,,London,North Kensington,273.0,North Kensington,280.0,North Kensington,2.0,3.0,3,60,388,1.0
115944-02082023,2023-08-02,2023,05:19:49,5,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,IG11,0,19900226,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014066,NORTHBURY,NORTHBURY,,,544550,184350,,,London,Barking,191.0,Barking,313.0,Barking,1.0,2.0,2,60,388,1.0
116978-03082023,2023-08-03,2023,22:28:17,22,Special Service,Special Service,Effecting entry/exit,Dwelling,Self contained Sheltered Housing ,Correct incident location,,N16,0,20900415,E09000012,HACKNEY,Hackney,E05009368,CAZENOVE,CAZENOVE,,,534350,187250,,,London,Stoke Newington,383.0,Stoke Newington,,,1.0,1.0,1,86,556,1.0
174365-07112023,2023-11-07,2023,10:18:04,10,False Alarm,AFA,,Non Residential,Bus/coach station/garage ,Correct incident location,TW3 1PA,TW3,200003977876,21500610,E09000018,HOUNSLOW,Hounslow,E05013621,HOUNSLOW EAST,HOUNSLOW EAST,514350.0,176069.0,514350,176050,51.4720424088,-0.3549700675,London,Heston,157.0,Heston,,,1.0,1.0,1,60,388,2.0
013889-28012023,2023-01-28,2023,16:17:53,16,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SE6,0,22004535,E09000023,LEWISHAM,Lewisham,E05013730,RUSHEY GREEN,RUSHEY GREEN,,,538150,173650,,,London,Lewisham,322.0,Lewisham,,,1.0,1.0,1,60,364,1.0
134062-02092023,2023-09-02,2023,16:58:48,16,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,E17,0,22881300,E09000031,WALTHAM FOREST,Waltham Forest,E05013895,LEA BRIDGE,LEA BRIDGE,,,537050,187750,,,London,Leyton,485.0,Walthamstow,,,1.0,1.0,1,60,388,1.0
184050-23112023,2023-11-23,2023,20:09:14,20,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,E10,0,22878150,E09000031,WALTHAM FOREST,Waltham Forest,E05013888,GROVE GREEN,GROVE GREEN,,,538350,186650,,,London,Leyton,294.0,Leyton,,,1.0,1.0,1,60,388,1.0
158901-12102023,2023-10-12,2023,14:21:49,14,False Alarm,False alarm - Good intent,,Non Residential,Purpose built office ,Correct incident location,W1K 5SN,W1K,100023474713,8401034,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,528661.0,181023.0,528650,181050,51.5134956837,-0.1472311129,London,Soho,530.0,Soho,,,1.0,1.0,1,60,388,1.0
058990-28042023,2023-04-28,2023,23:05:25,23,Special Service,Special Service,Animal assistance incidents,Dwelling,House - single occupancy ,Within same building,,UB1,0,20600096,E09000009,EALING,Ealing,E05013537,SOUTHALL BROADWAY,SOUTHALL BROADWAY,,,512850,180250,,,London,Southall,174.0,Southall,,,1.0,1.0,1,60,388,1.0
167222-26102023,2023-10-26,2023,12:18:40,12,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,EC2Y 9DB,EC2Y,95514904,8100367,E09000001,CITY OF LONDON,City Of london,E05009299,COLEMAN STREET,COLEMAN STREET,532673.0,181669.0,532650,181650,51.5183743428,-0.089201036,London,Shoreditch,331.0,Shoreditch,,,1.0,1.0,1,60,388,1.0
045524-02042023,2023-04-02,2023,05:27:03,5,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,EN3,0,20706859,E09000010,ENFIELD,Enfield,E05013680,ENFIELD LOCK,ENFIELD LOCK,,,537350,198750,,,London,Enfield,361.0,Enfield,496.0,Chingford,4.0,4.0,4,153,989,1.0
203702-27122023,2023-12-27,2023,14:07:39,14,Special Service,Special Service,Making Safe (not RTC),Boat,Other vessel ,Open land/water - nearest gazetteer location,W9 2JY,W9,10033627501,8401085,E09000033,WESTMINSTER,Westminster,E05013809,WESTBOURNE,WESTBOURNE,525577.0,181970.0,525550,181950,51.5227046604,-0.1913182375,London,Paddington,294.0,North Kensington,311.0,North Kensington,2.0,3.0,3,188,1216,1.0
019826-09022023,2023-02-09,2023,00:47:37,0,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,CR7,0,20500947,E09000008,CROYDON,Croydon,E05011473,NORBURY PARK,NORBURY PARK,,,531950,169750,,,London,Norbury,333.0,West Norwood,379.0,West Norwood,1.0,2.0,2,60,364,1.0
155693-07102023,2023-10-07,2023,12:16:48,12,Special Service,Special Service,Medical Incident,Outdoor,Cycle path/public footpath/bridleway ,In street outside gazetteer location,CR4 4NN,CR4,48118291,22101348,E09000024,MERTON,Merton,E05013813,CRICKET GREEN,CRICKET GREEN,527676.0,168728.0,527650,168750,51.4032252281,-0.1658530683,London,Mitcham,3.0,Mitcham,,,1.0,1.0,1,60,388,1.0
021008-11022023,2023-02-11,2023,12:22:49,12,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,RM10,0,19900051,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014063,HEATH,HEATH,,,549350,186750,,,London,Dagenham,191.0,Ilford,194.0,Dagenham,2.0,2.0,2,60,364,1.0
161346-16102023,2023-10-16,2023,12:38:57,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0,21000533,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,WEST KENSINGTON,WEST KENSINGTON,,,524950,177950,,,London,Fulham,249.0,Fulham,342.0,Hammersmith,2.0,2.0,2,60,388,1.0
060994-02052023,2023-05-02,2023,12:10:49,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW18,0,22901350,E09000032,WANDSWORTH,Wandsworth,E05014026,WANDLE,WANDLE,,,526050,173150,,,London,Wandsworth,339.0,Wandsworth,610.0,Wimbledon,2.0,2.0,2,60,388,1.0
189541-02122023,2023-12-02,2023,20:28:07,20,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E15,0,22201657,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,,,538250,183850,,,London,Stratford,434.0,Poplar,,,1.0,1.0,1,60,388,1.0
117988-05082023,2023-08-05,2023,18:10:46,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,E11,0,22849400,E09000031,WALTHAM FOREST,Waltham Forest,E05013882,CANN HALL,CANN HALL,,,539350,186750,,,London,Leytonstone,113.0,Leytonstone,299.0,Stratford,2.0,2.0,2,60,388,1.0
033540-08032023,2023-03-08,2023,19:40:10,19,Fire,Primary Fire,,Non Residential,Pub/wine bar/bar ,Correct incident location,TW7 5NA,TW7,200003969274,21519756,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,515611.0,177338.0,515650,177350,51.483195645,-0.3364157768,London,Heston,279.0,Heston,318.0,Heston,2.0,3.0,3,175,1062,1.0
035222-11032023,2023-03-11,2023,21:59:04,21,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W1D 4NR,W1D,100023472523,8401018,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529753.0,181259.0,529750,181250,51.5153717175,-0.1314212721,London,Soho,202.0,Soho,,,1.0,1.0,1,60,364,3.0
184767-25112023,2023-11-25,2023,02:31:38,2,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,RM6,0,19900766,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014058,CHADWELL HEATH,CHADWELL HEATH,,,548150,188250,,,London,Dagenham,406.0,Dagenham,,,2.0,2.0,2,60,388,1.0
091663-23062023,2023-06-23,2023,07:31:10,7,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,E1 4UJ,E1,6151635,22700818,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,BETHNAL GREEN,BETHNAL GREEN,535281.0,182040.0,535250,182050,51.521088771,-0.0515027522,London,Bethnal Green,201.0,Bethnal Green,,,1.0,1.0,1,60,388,1.0
158282-11102023,2023-10-11,2023,12:53:37,12,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N19,0,21600138,E09000019,ISLINGTON,Islington,E05013707,JUNCTION,JUNCTION,,,529050,186250,,,London,Kentish Town,220.0,Kentish Town,,,1.0,1.0,1,60,388,1.0
018661-06022023,2023-02-06,2023,18:03:07,18,False Alarm,AFA,,Non Residential,Converted office ,Within same building,EC3A 6AB,EC3A,95512814,8100497,E09000001,CITY OF LONDON,City Of london,E05009307,LIME STREET,LIME STREET,533213.0,181306.0,533250,181350,51.5149868411,-0.0815694359,London,Whitechapel,241.0,Whitechapel,,,1.0,1.0,1,60,364,2.0
110349-23072023,2023-07-23,2023,09:57:08,9,False Alarm,AFA,,Non Residential,Single shop ,Within same building,SE16 4RT,SE16,10009789041,22501346,E09000028,SOUTHWARK,Southwark,E05011106,NORTH BERMONDSEY,NORTH BERMONDSEY,534657.0,179483.0,534650,179450,51.4982633941,-0.0614587626,London,Dockhead,182.0,Dockhead,,,1.0,1.0,1,60,388,1.0
197266-15122023,2023-12-15,2023,23:15:11,23,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E15,0,22201445,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,,,538050,183350,,,London,Stratford,284.0,Poplar,285.0,Stratford,4.0,4.0,4,60,388,1.0
030806-03032023,2023-03-03,2023,05:39:44,5,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E11,0,22303224,E09000026,REDBRIDGE,Redbridge,E05011255,WANSTEAD VILLAGE,WANSTEAD VILLAGE,,,540050,188550,,,London,Leytonstone,376.0,Leytonstone,559.0,Woodford,2.0,2.0,2,60,364,1.0
179600-15112023,2023-11-15,2023,23:03:05,23,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SE24,0,21901039,E09000022,LAMBETH,Lambeth,E05014104,HERNE HILL & LOUGHBOROUGH JUNCTION,HERNE HILL & LOUGHBOROUGH JUNCTION,,,532250,175350,,,London,Brixton,240.0,Brixton,,,1.0,1.0,1,60,388,1.0
054068-18042023,2023-04-18,2023,23:46:14,23,Fire,Primary Fire,,Road Vehicle,Motorcycle ,Open land/water - nearest gazetteer location,N9 7QL,N9,207089249,20704800,E09000010,ENFIELD,Enfield,E05013685,LOWER EDMONTON,LOWER EDMONTON,534457.0,194381.0,534450,194350,51.6321883352,-0.0586528166,London,Edmonton,408.0,Edmonton,476.0,Enfield,2.0,2.0,2,60,388,1.0
134648-03092023,2023-09-03,2023,16:37:16,16,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),Correct incident location,E17 9PT,E17,100022555955,22845700,E09000031,WALTHAM FOREST,Waltham Forest,E05013893,HOE STREET,HOE STREET,537411.0,188810.0,537450,188850,51.5814081,-0.018179,London,Walthamstow,254.0,Walthamstow,,,1.0,1.0,1,60,388,1.0
124064-16082023,2023-08-16,2023,14:48:52,14,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,DA14 4HU,DA14,100022918658,20100651,E09000004,BEXLEY,Bexley,E05011230,SIDCUP,SIDCUP,546483.0,171802.0,546450,171850,51.4263003,0.1056021,London,Sidcup,191.0,Sidcup,194.0,Sidcup,1.0,2.0,2,60,388,1.0
105431-15072023,2023-07-15,2023,02:09:34,2,Special Service,Special Service,Removal of objects from people,Non Residential,Police station ,Correct incident location,IG11 7BG,IG11,10023591611,19904058,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014061,GASCOIGNE,GASCOIGNE,543912.0,183245.0,543950,183250,51.529785898,0.0733158811,London,Barking,359.0,East Ham,,,1.0,1.0,1,60,388,1.0
162841-18102023,2023-10-18,2023,22:10:27,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E3,0,22700732,E09000030,TOWER HAMLETS,Tower Hamlets,E05009327,MILE END,MILE END,,,536750,181750,,,London,Poplar,269.0,Poplar,304.0,Millwall,5.0,5.0,5,83,537,1.0
098021-02072023,2023-07-02,2023,20:56:49,20,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,W2,0,21700754,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009400,PEMBRIDGE,PEMBRIDGE,,,525250,180850,,,London,Kensington,248.0,Kensington,279.0,Paddington,2.0,2.0,2,60,388,1.0
204034-28122023,2023-12-28,2023,06:59:09,6,Special Service,Special Service,Effecting entry/exit,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,E1 1DW,E1,6012887,22701339,E09000030,TOWER HAMLETS,Tower Hamlets,E05009333,SPITALFIELDS & BANGLATOWN,SPITALFIELDS & BANGLATOWN,534414.0,181715.0,534450,181750,51.5183721,-0.0641156,London,Whitechapel,286.0,Whitechapel,,,1.0,1.0,1,60,388,2.0
111678-25072023,2023-07-25,2023,18:35:50,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW5,0,21700372,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009395,EARL'S COURT,EARL'S COURT,,,525450,178050,,,London,Fulham,260.0,Fulham,348.0,Kensington,2.0,2.0,2,60,388,1.0
020614-10022023,2023-02-10,2023,15:57:46,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE25,0,20501564,E09000008,CROYDON,Croydon,E05011485,SOUTH NORWOOD,SOUTH NORWOOD,,,533350,168650,,,London,Woodside,437.0,West Norwood,,,1.0,1.0,1,60,364,1.0
183493-22112023,2023-11-22,2023,21:28:38,21,Special Service,Special Service,No action (not false alarm),Non Residential,Gym ,Correct incident location,E14 9SB,E14,6736510,22702873,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,BLACKWALL & CUBITT TOWN,BLACKWALL & CUBITT TOWN,537865.0,179998.0,537850,179950,51.5021156034,-0.0150704107,London,Poplar,276.0,Poplar,519.0,Shadwell,2.0,2.0,2,60,388,1.0
066033-11052023,2023-05-11,2023,20:04:36,20,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,N7,0,21606493,E09000019,ISLINGTON,Islington,E05013713,TUFNELL PARK,TUFNELL PARK,,,530350,186050,,,London,Holloway,232.0,Holloway,,,1.0,1.0,1,60,388,1.0
028570-26022023,2023-02-26,2023,12:46:12,12,Special Service,Special Service,RTC,Non Residential,Petrol station ,Within same building,IG6 3AG,IG6,100023582974,22304684,E09000026,REDBRIDGE,Redbridge,E05011245,HAINAULT,HAINAULT,545220.0,191615.0,545250,191650,51.6046556706,0.0956088224,London,Hainault,591.0,Woodford,,,1.0,1.0,1,119,722,1.0
038167-17032023,2023-03-17,2023,19:28:49,19,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW1P,0,8402111,E09000033,WESTMINSTER,Westminster,E05013807,VINCENT SQUARE,VINCENT SQUARE,,,529850,178550,,,London,Lambeth,327.0,Lambeth,,,1.0,1.0,1,60,364,1.0
083205-10062023,2023-06-10,2023,12:50:49,12,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW7,0,21501228,E09000018,HOUNSLOW,Hounslow,E05013623,HOUNSLOW SOUTH,HOUNSLOW SOUTH,,,515050,175850,,,London,Heston,293.0,Heston,,,1.0,1.0,1,60,388,1.0
009897-21012023,2023-01-21,2023,09:27:10,9,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,CR0,0,20501677,E09000008,CROYDON,Croydon,E05011471,NEW ADDINGTON SOUTH,NEW ADDINGTON SOUTH,,,539050,161950,,,London,Addington,296.0,Addington,,,1.0,1.0,1,60,364,1.0
008834-19012023,2023-01-19,2023,12:17:02,12,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,HA2,0,21201124,E09000015,HARROW,Harrow,E05013550,HEADSTONE,HEADSTONE,,,513950,190450,,,London,Harrow,216.0,Harrow,510.0,Northolt,2.0,2.0,3,232,1407,1.0
189505-02122023,2023-12-02,2023,19:40:27,19,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Within same building,,CR7,0,20501277,E09000008,CROYDON,Croydon,E05011486,THORNTON HEATH,THORNTON HEATH,,,532250,168650,,,London,Norbury,318.0,Norbury,322.0,Norbury,1.0,2.0,2,60,388,1.0
048934-08042023,2023-04-08,2023,18:31:45,18,False Alarm,AFA,,Non Residential,Telephone exchange,Within same building,HA9 7EX,HA9,202073499,20201907,E09000005,BRENT,Brent,E05013515,WEMBLEY HILL,WEMBLEY HILL,518340.0,185105.0,518350,185150,51.5524333198,-0.2945285568,London,Wembley,216.0,Wembley,,,1.0,1.0,1,60,388,1.0
135745-05092023,2023-09-05,2023,11:20:41,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W7,0,20601549,E09000009,EALING,Ealing,E05013525,HANWELL BROADWAY,HANWELL BROADWAY,,,515950,180350,,,London,Ealing,146.0,Ealing,,,1.0,1.0,1,60,388,1.0
177163-12112023,2023-11-12,2023,03:32:22,3,False Alarm,AFA,,Non Residential,Shopping Centre ,Within same building,HA1 1HS,HA1,10070267816,21201071,E09000015,HARROW,Harrow,E05013546,GREENHILL,GREENHILL,515167.0,188217.0,515150,188250,51.5810639144,-0.3392439622,London,Harrow,289.0,Harrow,,,1.0,1.0,1,60,388,2.0
136693-06092023,2023-09-06,2023,18:13:29,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,E11,0,22302932,E09000026,REDBRIDGE,Redbridge,E05011255,WANSTEAD VILLAGE,WANSTEAD VILLAGE,,,540350,188850,,,London,Leytonstone,361.0,Woodford,,,1.0,1.0,2,60,388,1.0
184495-24112023,2023-11-24,2023,16:26:32,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW2,0,20048111,E09000003,BARNET,Barnet,E05013634,CRICKLEWOOD,CRICKLEWOOD,,,523250,186550,,,London,Hendon,564.0,West Hampstead,,,1.0,1.0,1,60,388,1.0
